Barcode,Cluster
463539_2,Neurons_1_2
381282_2,Immune_cells_2
568928_2,Cnidocytes_3
266242_2,Neurons_1_2
502765_2,Digestive_filaments
844242_2,Progenitors_1
303320_2,Neurons_1_2
613316_2,Calicoblasts
563516_2,Digestive_filaments
362681_2,Progenitors_1
731383_2,Immune_cells_1
577328_2,Cnidocytes_1
278972_2,Alga_hosting_cells_1
73439_2,D.filaments_Alga_hosting_cells
103874_2,Immune_cells_1
118795_2,Neurons_2
271786_2,Cnidocytes_2
746273_2,Neurons_1_2
269295_2,Neurons_2
789271_2,Neurons_2
684359_2,Muscle_cells
486422_2,Cnidocytes_2
867342_2,D.filaments_Alga_hosting_cells
236599_2,Immune_cells_2
326605_2,Neurons_1_2
644491_2,Cnidocytes_1
850824_2,Immune_cells_1
405160_2,Progenitors_1
141147_2,Progenitors_1
680694_2,Digestive_filaments
338233_2,Cnidocytes_2
69700_2,Cnidocytes_1
172974_2,Cnidocytes_2
727098_2,Progenitors_1
865185_2,Cnidocytes_3
57555_2,Immune_cells_1
569651_2,Cnidocytes_1
348312_2,Progenitors_1
705675_2,Immune_cells_1
840260_2,Immune_cells_2
264577_2,Alga_hosting_cells_1
442416_2,Gastrodermis_2
426593_2,D.filaments_Alga_hosting_cells
618848_2,Progenitors_1
551600_2,Cnidocytes_2
846330_2,Alga_hosting_cells_2
598935_2,Neurons_1_2
257538_2,Neurons_1_2
209335_2,Immune_cells_1
559183_2,Gland_cells
707775_2,Immune_cells_1
79392_2,Digestive_filaments
75846_2,Neurons_1_2
501279_2,Gland_cells
288735_2,Digestive_filaments
821205_2,Cnidocytes_1
43048_2,Neurons_1_2
658355_2,Progenitors_2
768108_2,Alga_hosting_cells_2
88601_2,D.filaments_Alga_hosting_cells
391196_2,Digestive_filaments
160652_2,Immune_cells_2
582146_2,Calicoblasts
489474_2,Immune_cells_2
348617_2,Progenitors_2
70868_2,Cnidocytes_1
868262_2,Neurons_1_2
663897_2,Progenitors_2
792933_2,Progenitors_1
320870_2,Calicoblasts
259269_2,Alga_hosting_cells_1
180955_2,Neurons_1_2
117180_2,Neurons_1_3
451788_2,Immune_cells_1
320593_2,Progenitors_2
332345_2,Cnidocytes_1
862305_2,Gland_cells
730318_2,Cnidocytes_1
113033_2,Calicoblasts
186011_2,Progenitors_1
130749_2,Cnidocytes_2
321865_2,Alga_hosting_cells_1
207331_2,Digestive_filaments
435876_2,Cnidocytes_1
685470_2,Gastrodermis_2
736916_2,Cnidocytes_3
851860_2,Muscle_cells
462470_2,Immune_cells_1
289661_2,Cnidocytes_2
572834_2,Immune_cells_2
301663_2,Neurons_2
111404_2,Gastrodermis_2
614042_2,Immune_cells_2
586599_2,Alga_hosting_cells_2
741570_2,Progenitors_1
827267_2,Immune_cells_1
459354_2,Gastrodermis_2
647220_2,Neurons_2
337654_2,Progenitors_1
848105_2,Cnidocytes_1
324216_2,Gastrodermis_2
587535_2,Progenitors_2
82496_2,Calicoblasts
423863_2,Cnidocytes_3
151563_2,Immune_cells_1
637002_2,Cnidocytes_3
386980_2,Immune_cells_2
531166_2,Calicoblasts
722872_2,Cnidocytes_3
537949_2,Neurons_2
767949_2,Alga_hosting_cells_1
420631_2,Gastrodermis_2
825523_2,Neurons_1_2
800795_2,Cnidocytes_1
56053_2,Immune_cells_2
545766_2,Digestive_filaments
17576_2,Gastrodermis_1
286956_2,Neurons_1_1
283234_2,Neurons_1_2
286961_2,Neurons_1_2
372666_2,Neurons_1_3
214502_2,Neurons_1_2
845182_2,Cnidocytes_3
880700_2,Cnidocytes_3
53358_2,Immune_cells_2
653449_2,Immune_cells_1
496783_2,Progenitors_2
729751_2,Progenitors_1
856683_2,D.filaments_Alga_hosting_cells
761118_2,Calicoblasts
475345_2,Cnidocytes_2
854132_2,Gastrodermis_2
272273_2,Neurons_2
700678_2,Immune_cells_2
623682_2,Immune_cells_1
281544_2,Alga_hosting_cells_1
57175_2,Cnidocytes_2
39998_2,Immune_cells_3
422832_2,Gastrodermis_2
241326_2,Muscle_cells
645694_2,Gastrodermis_2
300126_2,Cnidocytes_2
603376_2,Cnidocytes_1
571904_2,Immune_cells_3
856426_2,Gastrodermis_2
483275_2,Alga_hosting_cells_1
102783_2,Alga_hosting_cells_2
669428_2,Progenitors_2
99054_2,D.filaments_Alga_hosting_cells
719238_2,Cnidocytes_1
349641_2,Gland_cells
109074_2,Neurons_1_2
686485_2,Immune_cells_1
181516_2,Cnidocytes_2
848218_2,Epidermis
707506_2,Digestive_filaments
825927_2,Cnidocytes_2
857454_2,Neurons_1_3
722628_2,Calicoblasts
351363_2,Gastrodermis_2
602214_2,Cnidocytes_3
858226_2,Neurons_1_2
517200_2,Immune_cells_1
161937_2,Neurons_2
699409_2,Neurons_1_2
852886_2,Muscle_cells
554025_2,Immune_cells_1
233841_2,Neurons_1_2
689121_2,Calicoblasts
554418_2,Alga_hosting_cells_2
2099_2,Neurons_2
378553_2,Cnidocytes_2
209782_2,Gastrodermis_2
644129_2,Immune_cells_3
144191_2,Neurons_1_2
566961_2,Cnidocytes_2
139742_2,Cnidocytes_1
544230_2,Gastrodermis_2
474920_2,Progenitors_2
518951_2,Immune_cells_1
530409_2,Epidermis
823005_2,Alga_hosting_cells_1
308187_2,Gastrodermis_2
418496_2,Immune_cells_2
713386_2,Progenitors_1
199918_2,Gastrodermis_2
70621_2,Cnidocytes_3
870317_2,Cnidocytes_2
75886_2,Neurons_2
754251_2,Neurons_1_2
409345_2,Progenitors_1
124379_2,Gland_cells
661163_2,Muscle_cells
37856_2,Gastrodermis_2
115014_2,Digestive_filaments
366923_2,Cnidocytes_1
726810_2,Cnidocytes_3
214775_2,Progenitors_1
189974_2,Neurons_1_1
651493_2,Gastrodermis_2
579995_2,Gastrodermis_2
461507_2,Cnidocytes_2
659244_2,Alga_hosting_cells_1
253109_2,Cnidocytes_1
316695_2,Immune_cells_2
456385_2,Neurons_1_3
588372_2,Cnidocytes_2
561893_2,Gastrodermis_2
12746_2,Progenitors_1
305994_2,Alga_hosting_cells_2
445364_2,Cnidocytes_2
764054_2,Immune_cells_1
417741_2,Progenitors_2
672556_2,Cnidocytes_1
55822_2,Immune_cells_2
849575_2,Progenitors_1
870248_2,Alga_hosting_cells_1
331491_2,Gastrodermis_1
258840_2,Cnidocytes_1
831411_2,Cnidocytes_1
116331_2,Cnidocytes_2
242292_2,Neurons_2
219350_2,Calicoblasts
472593_2,Gastrodermis_2
763867_2,Immune_cells_3
38502_2,Gastrodermis_2
132290_2,D.filaments_Alga_hosting_cells
313695_2,Immune_cells_1
815400_2,Neurons_1_2
241871_2,Cnidocytes_2
776529_2,D.filaments_Alga_hosting_cells
181383_2,Cnidocytes_3
238900_2,Immune_cells_1
182478_2,Neurons_1_2
722412_2,Neurons_1_2
131023_2,Progenitors_1
454184_2,Alga_hosting_cells_1
722011_2,Immune_cells_1
883292_2,Cnidocytes_1
102050_2,Immune_cells_3
598896_2,Progenitors_1
374461_2,Cnidocytes_1
220973_2,Progenitors_2
241383_2,Alga_hosting_cells_1
774428_2,Cnidocytes_3
413488_2,D.filaments_Alga_hosting_cells
721593_2,Progenitors_2
322211_2,Cnidocytes_3
683819_2,Alga_hosting_cells_1
205981_2,Gland_cells
189299_2,Gastrodermis_2
183089_2,Digestive_filaments
526880_2,Immune_cells_1
530210_2,Neurons_1_3
284608_2,Gastrodermis_2
366626_2,Epidermis
33602_2,Neurons_1_3
370117_2,D.filaments_Alga_hosting_cells
170644_2,Calicoblasts
439116_2,Progenitors_1
721067_2,Gastrodermis_2
123173_2,Cnidocytes_1
281654_2,Gastrodermis_2
635887_2,Calicoblasts
751239_2,Immune_cells_1
423890_2,Alga_hosting_cells_1
277931_2,Neurons_2
580071_2,Cnidocytes_1
289409_2,Progenitors_1
162773_2,Gastrodermis_2
349283_2,Cnidocytes_1
481289_2,Neurons_1_3
544508_2,Immune_cells_1
16225_2,Muscle_cells
717094_2,Gastrodermis_2
140324_2,Cnidocytes_1
12791_2,Cnidocytes_1
80909_2,Cnidocytes_1
819791_2,Gastrodermis_2
136797_2,Alga_hosting_cells_1
525249_2,Progenitors_2
671711_2,Alga_hosting_cells_1
99547_2,Calicoblasts
864072_2,Neurons_2
178146_2,Neurons_1_2
316188_2,Immune_cells_1
505461_2,Cnidocytes_3
122052_2,Progenitors_1
255133_2,Neurons_1_3
480953_2,Immune_cells_1
123091_2,Neurons_1_3
726208_2,Neurons_2
576238_2,Neurons_2
790185_2,Neurons_1_2
474830_2,Gastrodermis_2
461619_2,Neurons_2
773364_2,Neurons_1_2
138472_2,Muscle_cells
648295_2,Progenitors_2
12665_2,Cnidocytes_3
514281_2,Alga_hosting_cells_2
17506_2,Neurons_2
652811_2,Neurons_1_2
104376_2,Immune_cells_1
501255_2,Immune_cells_2
70014_2,D.filaments_Alga_hosting_cells
653630_2,Immune_cells_1
754567_2,Cnidocytes_3
332074_2,Alga_hosting_cells_1
403764_2,Cnidocytes_2
243703_2,Immune_cells_1
638480_2,Immune_cells_1
11307_2,Cnidocytes_1
172309_2,Immune_cells_2
69783_2,Neurons_1_2
764581_2,Neurons_2
331418_2,Cnidocytes_2
106245_2,Immune_cells_1
237714_2,Gastrodermis_2
657637_2,Immune_cells_1
284880_2,Immune_cells_1
857410_2,Neurons_1_2
791624_2,Neurons_2
569384_2,Cnidocytes_1
14919_2,Neurons_1_2
428616_2,Cnidocytes_3
657980_2,Cnidocytes_1
107_2,Neurons_1_2
270396_2,Gastrodermis_2
389085_2,Cnidocytes_1
5708_2,Epidermis
516784_2,Progenitors_1
45914_2,Calicoblasts
728561_2,Cnidocytes_2
12980_2,Calicoblasts
605544_2,Neurons_2
707581_2,Immune_cells_1
262246_2,Cnidocytes_2
406073_2,Immune_cells_1
240558_2,Alga_hosting_cells_1
662202_2,Gastrodermis_2
844503_2,Neurons_2
263739_2,Gastrodermis_2
551776_2,Neurons_1_3
626157_2,Immune_cells_1
299639_2,Neurons_2
48212_2,Neurons_1_2
392080_2,Immune_cells_1
749825_2,Cnidocytes_1
657183_2,Muscle_cells
345114_2,Digestive_filaments
385282_2,D.filaments_Alga_hosting_cells
804434_2,Gastrodermis_2
813981_2,Muscle_cells
853384_2,Neurons_1_2
433814_2,Cnidocytes_3
857291_2,Gland_cells
473441_2,Cnidocytes_1
494026_2,Neurons_2
644968_2,Immune_cells_1
436052_2,Neurons_1_3
497356_2,Cnidocytes_1
438154_2,Alga_hosting_cells_2
128762_2,Cnidocytes_2
353822_2,Neurons_1_3
274440_2,Neurons_2
766299_2,Neurons_1_2
380015_2,Immune_cells_1
774851_2,Digestive_filaments
78015_2,Gastrodermis_2
874815_2,Calicoblasts
681542_2,Progenitors_1
343288_2,Neurons_1_3
568924_2,Immune_cells_2
690221_2,Cnidocytes_1
427533_2,Cnidocytes_3
728509_2,Immune_cells_3
148550_2,Neurons_1_2
276067_2,Neurons_1_2
828451_2,Progenitors_1
555275_2,Cnidocytes_3
843519_2,Immune_cells_1
656545_2,Immune_cells_1
305507_2,Alga_hosting_cells_1
647283_2,Cnidocytes_1
609202_2,Alga_hosting_cells_1
534404_2,Neurons_1_2
226140_2,Digestive_filaments
556739_2,Gastrodermis_2
70058_2,Alga_hosting_cells_2
796076_2,Gastrodermis_2
881618_2,Cnidocytes_2
619608_2,Cnidocytes_1
124590_2,Cnidocytes_3
158894_2,Progenitors_1
488655_2,Cnidocytes_1
826099_2,Immune_cells_1
649291_2,Immune_cells_1
837151_2,Neurons_1_2
543236_2,Neurons_1_2
605113_2,Immune_cells_1
197486_2,Cnidocytes_1
620866_2,Immune_cells_1
409826_2,Immune_cells_1
559968_2,Immune_cells_1
681565_2,Neurons_1_3
618408_2,Gland_cells
415894_2,Digestive_filaments
761642_2,Neurons_1_2
177595_2,Neurons_2
442335_2,Neurons_1_1
473983_2,Digestive_filaments
338710_2,Neurons_1_1
228624_2,Immune_cells_1
53838_2,Immune_cells_1
419193_2,Gastrodermis_2
787633_2,Neurons_1_3
794995_2,Progenitors_1
600155_2,Gastrodermis_2
681722_2,Neurons_2
631988_2,Cnidocytes_2
685079_2,Gastrodermis_2
532750_2,Neurons_1_3
67373_2,Alga_hosting_cells_2
47729_2,Immune_cells_1
514083_2,Immune_cells_1
162582_2,Neurons_2
288068_2,Gastrodermis_2
637022_2,Alga_hosting_cells_1
268581_2,Progenitors_1
656313_2,Progenitors_2
608003_2,Neurons_1_2
256723_2,Calicoblasts
217821_2,Neurons_1_2
525276_2,Gland_cells
488124_2,Cnidocytes_3
421657_2,Progenitors_1
354935_2,Cnidocytes_1
538675_2,Gastrodermis_2
64454_2,Digestive_filaments
631529_2,Neurons_1_2
569222_2,Cnidocytes_1
858882_2,D.filaments_Alga_hosting_cells
672682_2,Immune_cells_1
718603_2,Immune_cells_1
76757_2,Immune_cells_1
544946_2,Neurons_1_3
416371_2,Cnidocytes_2
336224_2,Alga_hosting_cells_1
71236_2,Neurons_1_2
801822_2,Muscle_cells
241986_2,Progenitors_1
462898_2,Immune_cells_2
27608_2,Immune_cells_1
695820_2,Cnidocytes_1
261853_2,Cnidocytes_2
884469_2,Cnidocytes_3
595784_2,Alga_hosting_cells_1
201297_2,Neurons_1_2
400867_2,Cnidocytes_2
340320_2,Cnidocytes_1
575050_2,Cnidocytes_1
578842_2,Alga_hosting_cells_1
162554_2,Digestive_filaments
366627_2,Neurons_1_3
446061_2,Neurons_2
482778_2,Progenitors_1
11161_2,Cnidocytes_3
282919_2,Cnidocytes_1
181435_2,Neurons_1_2
760982_2,Gastrodermis_2
529807_2,Alga_hosting_cells_1
76171_2,Neurons_1_1
38123_2,Immune_cells_1
248403_2,Gastrodermis_2
702565_2,Neurons_2
399543_2,Immune_cells_3
835074_2,Cnidocytes_1
345767_2,Neurons_1_3
48926_2,Calicoblasts
40174_2,D.filaments_Alga_hosting_cells
122720_2,Gastrodermis_2
555128_2,Alga_hosting_cells_2
530048_2,Neurons_1_2
433563_2,Gastrodermis_2
67567_2,Alga_hosting_cells_1
839396_2,Cnidocytes_3
114189_2,Neurons_1_2
43432_2,Neurons_1_3
656611_2,Immune_cells_2
407435_2,Gland_cells
843671_2,Cnidocytes_1
161429_2,Alga_hosting_cells_1
506589_2,Progenitors_2
628676_2,Cnidocytes_1
652918_2,Cnidocytes_2
256120_2,Immune_cells_1
659227_2,Immune_cells_1
85773_2,Cnidocytes_1
178736_2,Cnidocytes_1
701630_2,Immune_cells_1
614862_2,Cnidocytes_1
73898_2,Cnidocytes_2
456174_2,Gland_cells
443855_2,Immune_cells_1
332323_2,Cnidocytes_2
869490_2,Neurons_1_2
750032_2,Gastrodermis_2
23928_2,Immune_cells_1
722506_2,Cnidocytes_1
349539_2,Immune_cells_1
304458_2,Muscle_cells
812056_2,Immune_cells_1
105951_2,Neurons_1_2
112302_2,Cnidocytes_1
694509_2,Immune_cells_2
789470_2,Immune_cells_1
446568_2,Immune_cells_1
56081_2,Muscle_cells
70719_2,Gastrodermis_2
328638_2,Alga_hosting_cells_1
324899_2,Neurons_1_2
179602_2,Alga_hosting_cells_1
707664_2,Alga_hosting_cells_1
101140_2,Immune_cells_2
608080_2,Neurons_1_2
328943_2,Digestive_filaments
24986_2,Digestive_filaments
431804_2,Gastrodermis_2
343171_2,Immune_cells_1
76538_2,Neurons_2
677089_2,Cnidocytes_1
814871_2,Cnidocytes_2
463876_2,Cnidocytes_2
460711_2,Gastrodermis_2
129752_2,Cnidocytes_1
112744_2,Immune_cells_1
545534_2,Cnidocytes_1
722713_2,Muscle_cells
33988_2,Cnidocytes_2
811433_2,Gland_cells
802839_2,Neurons_1_3
238311_2,Cnidocytes_3
649789_2,Progenitors_1
121704_2,Gastrodermis_2
6034_2,Cnidocytes_1
383582_2,Gland_cells
749701_2,Gland_cells
63726_2,Immune_cells_1
605904_2,Immune_cells_1
708405_2,Neurons_2
539383_2,Neurons_1_2
882415_2,Immune_cells_1
634121_2,Neurons_2
864243_2,Gastrodermis_2
859053_2,Immune_cells_1
642521_2,Immune_cells_1
143921_2,Neurons_1_2
236689_2,Gland_cells
764453_2,Immune_cells_2
43849_2,Immune_cells_1
166919_2,Cnidocytes_1
834925_2,Immune_cells_1
871112_2,Immune_cells_1
789493_2,Immune_cells_1
812624_2,Neurons_2
379180_2,Immune_cells_1
461790_2,Neurons_1_3
99251_2,Calicoblasts
443852_2,Immune_cells_1
32260_2,Neurons_2
574431_2,Progenitors_2
164052_2,Immune_cells_1
780400_2,Neurons_2
454445_2,Cnidocytes_1
330663_2,Immune_cells_1
476468_2,Progenitors_2
233086_2,Immune_cells_2
63713_2,Immune_cells_1
676609_2,Immune_cells_1
598607_2,Neurons_1_3
67071_2,Neurons_2
643306_2,Digestive_filaments
110611_2,Gastrodermis_2
11412_2,Neurons_1_3
517368_2,Immune_cells_1
775763_2,Alga_hosting_cells_1
627454_2,D.filaments_Alga_hosting_cells
814301_2,Immune_cells_1
37023_2,Immune_cells_1
118629_2,Cnidocytes_3
634778_2,Immune_cells_1
409352_2,Muscle_cells
166018_2,Immune_cells_1
95954_2,Neurons_2
11131_2,Neurons_2
788636_2,Cnidocytes_1
123957_2,Cnidocytes_1
793852_2,Immune_cells_1
482103_2,Gastrodermis_2
222081_2,Cnidocytes_2
713837_2,Cnidocytes_1
159460_2,Progenitors_2
817342_2,D.filaments_Alga_hosting_cells
559290_2,Immune_cells_1
869355_2,Neurons_1_2
680787_2,Digestive_filaments
223184_2,Neurons_2
810840_2,Cnidocytes_1
719111_2,Immune_cells_1
225634_2,Alga_hosting_cells_1
871775_2,Progenitors_2
672690_2,Cnidocytes_3
625424_2,D.filaments_Alga_hosting_cells
168888_2,Progenitors_2
712265_2,Neurons_1_3
691005_2,Neurons_1_2
702816_2,Cnidocytes_1
460080_2,Progenitors_2
749895_2,Immune_cells_2
448145_2,Neurons_2
287382_2,Neurons_2
472259_2,Cnidocytes_2
189634_2,Neurons_1_3
803729_2,Cnidocytes_3
24769_2,Immune_cells_1
188200_2,Cnidocytes_1
756154_2,Neurons_2
833394_2,Immune_cells_1
801310_2,Immune_cells_2
329548_2,Neurons_1_3
282902_2,Immune_cells_1
408610_2,Cnidocytes_1
135522_2,D.filaments_Alga_hosting_cells
770443_2,Progenitors_2
584344_2,Immune_cells_1
458487_2,Calicoblasts
293953_2,Immune_cells_1
630475_2,Neurons_1_2
464749_2,Calicoblasts
675826_2,Immune_cells_1
351069_2,Neurons_1_2
402684_2,Neurons_1_2
119287_2,Immune_cells_1
295241_2,Immune_cells_1
28944_2,Cnidocytes_1
110340_2,Immune_cells_1
336047_2,Neurons_2
842633_2,Cnidocytes_2
334722_2,Immune_cells_1
638586_2,Cnidocytes_2
770346_2,Neurons_1_3
472805_2,Cnidocytes_1
767733_2,Immune_cells_1
679838_2,Neurons_1_2
665595_2,Progenitors_1
51471_2,Digestive_filaments
361340_2,Muscle_cells
586703_2,Neurons_1_3
581657_2,Neurons_2
261523_2,Neurons_2
760240_2,Neurons_1_2
592371_2,Cnidocytes_1
714148_2,Neurons_1_2
762677_2,Immune_cells_1
113149_2,Cnidocytes_1
662881_2,Cnidocytes_1
852523_2,Cnidocytes_2
521129_2,Gastrodermis_2
432453_2,Progenitors_1
416792_2,Cnidocytes_1
288982_2,Cnidocytes_2
394792_2,Alga_hosting_cells_1
365495_2,Cnidocytes_3
360666_2,Immune_cells_1
13462_2,Neurons_1_2
372178_2,Neurons_1_3
485191_2,Immune_cells_2
128409_2,Progenitors_1
362144_2,Immune_cells_1
16994_2,Neurons_1_3
816287_2,Neurons_1_2
664795_2,Progenitors_1
559688_2,Immune_cells_1
424181_2,Calicoblasts
803427_2,Immune_cells_2
253602_2,Immune_cells_1
213201_2,Immune_cells_1
845666_2,Progenitors_2
524796_2,Immune_cells_1
550416_2,Neurons_1_2
265203_2,Immune_cells_1
713066_2,Cnidocytes_1
742326_2,Cnidocytes_1
588212_2,D.filaments_Alga_hosting_cells
5826_2,Gastrodermis_2
238909_2,Cnidocytes_3
732166_2,Immune_cells_1
448635_2,Immune_cells_1
315991_2,Calicoblasts
659829_2,Immune_cells_3
100780_2,Cnidocytes_1
452493_2,Immune_cells_1
665755_2,Alga_hosting_cells_1
254599_2,Neurons_2
221350_2,Immune_cells_1
94551_2,Neurons_1_3
209156_2,Neurons_1_2
628536_2,Immune_cells_1
157170_2,Gastrodermis_2
597597_2,Immune_cells_1
552534_2,Gastrodermis_2
136997_2,D.filaments_Alga_hosting_cells
576058_2,Immune_cells_1
358081_2,Immune_cells_1
337991_2,Cnidocytes_3
239431_2,Cnidocytes_1
422809_2,Neurons_1_3
374990_2,Neurons_1_3
420284_2,Cnidocytes_1
425803_2,Neurons_1_3
554051_2,Neurons_1_2
669723_2,Immune_cells_1
854980_2,Gastrodermis_1
193704_2,Neurons_1_2
81929_2,Immune_cells_1
819148_2,Neurons_2
852436_2,Neurons_1_2
865188_2,Calicoblasts
72676_2,Cnidocytes_2
319010_2,Digestive_filaments
264808_2,Cnidocytes_2
432458_2,Immune_cells_1
835096_2,Gastrodermis_2
73275_2,Immune_cells_1
343525_2,Neurons_1_3
513822_2,Neurons_1_3
169673_2,Muscle_cells
718132_2,Gastrodermis_2
482723_2,Immune_cells_1
218057_2,Cnidocytes_2
209496_2,Alga_hosting_cells_1
207153_2,Cnidocytes_2
448486_2,Cnidocytes_2
52517_2,Alga_hosting_cells_1
330930_2,Digestive_filaments
460417_2,Immune_cells_1
227804_2,Calicoblasts
569373_2,Neurons_1_3
771613_2,Immune_cells_1
233852_2,Cnidocytes_2
818668_2,Gastrodermis_2
587137_2,Neurons_1_3
372584_2,Neurons_1_2
56823_2,Cnidocytes_3
713159_2,Neurons_1_3
95205_2,Progenitors_2
339069_2,Neurons_1_2
325618_2,Progenitors_2
312194_2,Neurons_1_2
171670_2,Alga_hosting_cells_1
526886_2,Progenitors_1
615564_2,Immune_cells_1
814400_2,Neurons_2
588868_2,Neurons_1_2
524943_2,Neurons_1_3
637043_2,Immune_cells_2
182576_2,Gastrodermis_2
203225_2,Epidermis
225036_2,Progenitors_2
584446_2,Progenitors_1
823115_2,Immune_cells_1
278503_2,Neurons_1_3
506404_2,Neurons_2
396336_2,Immune_cells_1
354649_2,Neurons_2
597225_2,Cnidocytes_1
159618_2,Neurons_1_3
744935_2,Neurons_1_2
511866_2,Immune_cells_1
571969_2,Neurons_2
406679_2,Immune_cells_1
836996_2,Gastrodermis_2
128735_2,Alga_hosting_cells_1
765489_2,Neurons_1_3
637510_2,Alga_hosting_cells_2
568619_2,Immune_cells_1
174098_2,Immune_cells_1
462210_2,Immune_cells_1
396016_2,Immune_cells_1
515477_2,Immune_cells_1
260801_2,Neurons_1_2
265425_2,Immune_cells_1
574254_2,Neurons_1_1
621712_2,Immune_cells_1
541536_2,Cnidocytes_1
819878_2,Immune_cells_1
762392_2,Alga_hosting_cells_1
768185_2,Cnidocytes_1
569279_2,Immune_cells_1
851060_2,Neurons_1_1
615133_2,Neurons_2
33999_2,Neurons_1_2
225726_2,Immune_cells_1
667014_2,Progenitors_2
610750_2,Progenitors_1
343049_2,Gastrodermis_2
780244_2,Neurons_2
744128_2,Immune_cells_1
315388_2,Neurons_1_3
300039_2,Immune_cells_1
75621_2,Neurons_2
855388_2,D.filaments_Alga_hosting_cells
8311_2,Cnidocytes_1
60187_2,Immune_cells_1
209396_2,Immune_cells_1
389973_2,Muscle_cells
357021_2,Immune_cells_1
849719_2,Immune_cells_1
678988_2,Muscle_cells
706720_2,Neurons_2
416749_2,Alga_hosting_cells_1
801598_2,Alga_hosting_cells_1
559783_2,D.filaments_Alga_hosting_cells
719510_2,Immune_cells_1
762403_2,Neurons_1_2
410243_2,Neurons_1_3
432301_2,Neurons_1_3
2298_2,Neurons_2
742133_2,Immune_cells_1
564335_2,Alga_hosting_cells_2
513075_2,Gastrodermis_2
629461_2,Gland_cells
284829_2,Immune_cells_1
571960_2,Progenitors_2
620808_2,Neurons_1_3
361631_2,Immune_cells_1
56807_2,Immune_cells_1
483554_2,Gastrodermis_2
179262_2,Cnidocytes_3
781815_2,Neurons_1_2
236506_2,Neurons_1_1
36393_2,Immune_cells_1
408282_2,D.filaments_Alga_hosting_cells
633087_2,Cnidocytes_3
180796_2,Cnidocytes_1
87641_2,Alga_hosting_cells_1
60041_2,Cnidocytes_2
168218_2,Digestive_filaments
749234_2,Neurons_1_3
84910_2,Neurons_2
283092_2,Immune_cells_1
89029_2,Immune_cells_1
554526_2,Cnidocytes_1
64703_2,Immune_cells_1
120344_2,Immune_cells_1
50024_2,Gland_cells
197530_2,Cnidocytes_1
112506_2,Neurons_2
279545_2,Gland_cells
699625_2,Cnidocytes_3
232233_2,Immune_cells_1
37131_2,Neurons_1_2
208952_2,Cnidocytes_1
275170_2,Immune_cells_1
66798_2,Cnidocytes_2
83134_2,Immune_cells_1
22925_2,Neurons_1_3
816318_2,Neurons_1_2
89586_2,Cnidocytes_2
540315_2,Cnidocytes_1
303624_2,Alga_hosting_cells_1
159619_2,Epidermis
64346_2,Alga_hosting_cells_1
759366_2,Cnidocytes_2
845889_2,Calicoblasts
712976_2,Gastrodermis_1
105311_2,Neurons_2
792876_2,Neurons_2
639042_2,Neurons_1_3
287401_2,Immune_cells_1
141152_2,Neurons_1_2
266307_2,D.filaments_Alga_hosting_cells
386544_2,Immune_cells_1
747384_2,Immune_cells_1
207499_2,Neurons_1_3
131808_2,Cnidocytes_1
94322_2,Alga_hosting_cells_1
621151_2,Immune_cells_1
9097_2,Neurons_1_2
235971_2,Neurons_2
122471_2,Cnidocytes_1
504669_2,Calicoblasts
658213_2,Immune_cells_1
432242_2,Calicoblasts
652537_2,Neurons_1_3
684758_2,Progenitors_2
611740_2,Neurons_1_3
381169_2,Neurons_1_2
755865_2,Gland_cells
763907_2,Neurons_2
84614_2,Immune_cells_1
811426_2,Calicoblasts
395268_2,Neurons_2
10390_2,Neurons_1_1
574408_2,Immune_cells_1
180017_2,Cnidocytes_1
164838_2,Immune_cells_1
378465_2,D.filaments_Alga_hosting_cells
817553_2,Digestive_filaments
634524_2,Cnidocytes_2
815069_2,Immune_cells_1
528105_2,Digestive_filaments
856880_2,Immune_cells_1
386539_2,Immune_cells_1
487307_2,Calicoblasts
375277_2,Neurons_2
23959_2,Alga_hosting_cells_1
518722_2,Neurons_1_3
498557_2,Neurons_1_3
609268_2,Immune_cells_1
235338_2,Neurons_1_2
778577_2,Digestive_filaments
462297_2,Immune_cells_1
221098_2,Alga_hosting_cells_2
310680_2,Neurons_2
79651_2,Progenitors_1
786053_2,Neurons_1_1
162124_2,Neurons_1_3
713434_2,Neurons_2
157663_2,D.filaments_Alga_hosting_cells
177914_2,Immune_cells_2
240938_2,Neurons_1_2
270456_2,Alga_hosting_cells_1
282702_2,D.filaments_Alga_hosting_cells
659769_2,Neurons_2
873691_2,Cnidocytes_1
157222_2,Digestive_filaments
814302_2,Immune_cells_1
639634_2,Immune_cells_1
13530_2,Alga_hosting_cells_1
773532_2,Neurons_2
706781_2,Gastrodermis_2
1208_2,Immune_cells_1
758704_2,Immune_cells_1
479626_2,Immune_cells_1
490529_2,Immune_cells_1
534180_2,Neurons_1_1
329821_2,Neurons_1_2
245073_2,Alga_hosting_cells_1
529485_2,Gastrodermis_1
588139_2,Alga_hosting_cells_1
869272_2,Immune_cells_1
812023_2,Cnidocytes_1
733713_2,Neurons_1_1
882652_2,Neurons_1_2
281852_2,D.filaments_Alga_hosting_cells
709177_2,Immune_cells_1
290519_2,Progenitors_1
437106_2,Neurons_1_3
783312_2,Immune_cells_1
158246_2,Alga_hosting_cells_1
684532_2,Immune_cells_1
612389_2,Neurons_1_3
23326_2,Neurons_2
9183_2,Immune_cells_1
61275_2,Cnidocytes_2
64011_2,Immune_cells_1
