Barcode,tSNE_1,tSNE_2
547686_1,-15.5451762721964,-41.6109612221711
442234_1,-20.8854329147919,-11.8382137062949
388260_1,-12.1569863131394,-43.8147703295905
161300_1,-34.3732217657911,-20.7778442706841
386725_1,-3.13001625845868,-41.7472050993334
603012_1,-17.9725323900194,-10.5307689526687
244181_1,9.78451032396209,-31.5370061202256
630292_1,-13.2087914689555,-7.62804187181134
191729_1,18.1336808808027,-35.9194448822179
866724_1,-17.8588823193583,-10.9388139472823
148523_1,-33.7281222111262,-1.40197353156485
646532_1,-7.2671395658924,46.1868786449419
592698_1,-1.88826314577871,-21.030221780485
492379_1,-33.105569337102,-22.6752629840571
515626_1,-33.5048828455644,-20.6950216413353
563612_1,-33.3389984434851,-22.9249501265442
610331_1,8.18283318243767,39.2430224182507
431606_1,-36.3507844418238,-2.93026379177565
636024_1,-4.4682709277248,46.2682818058532
582775_1,-17.5282875534446,1.78611234239506
355641_1,33.2809337098428,34.6901442707941
163594_1,-11.1381080129303,-9.77730489600352
480766_1,-5.61308895931789,45.7335950701434
29594_1,-34.0026578474295,1.34374013571153
308111_1,-16.4122948842412,-24.4520894574722
374400_1,-17.4471759565217,-41.5480377218349
161011_1,-32.0428876288549,12.8886324474245
569767_1,-18.5633203448444,-38.6346108746474
206471_1,3.9214301846375,-32.9775021564896
823182_1,-5.91903684999742,46.4270491441704
332577_1,6.06346536722848,-29.6864662064723
689840_1,5.24730123599251,-41.3978841915788
704074_1,-48.6226797024099,-5.91188346283483
505982_1,-16.4404524323098,-40.8852044419862
320909_1,-7.31805769429809,-42.5684918070932
157887_1,-9.43570026375886,45.5952605849583
610028_1,-7.31516229369532,-42.4275557020145
881303_1,19.3174429165431,-35.8968873742772
308175_1,-17.4657805988511,1.72124661921774
862409_1,-47.1514015676214,-7.01121525998422
515006_1,-16.9771470317638,-23.6310823785102
263250_1,-5.50083250613844,46.6316023214616
467475_1,20.5450268212923,-33.2089827820487
376211_1,-19.2100797784173,-33.9216557818078
637025_1,-13.7953805129369,-22.4439359465898
246424_1,25.3606414027587,-22.2118290295856
727489_1,0.121341700249075,-42.4318572262977
171668_1,16.1889130231443,-35.1009294850638
88370_1,-8.48016902016626,45.5776016276969
750001_1,-5.3289720914528,-42.0497177468095
525677_1,12.5050672370221,-34.8259376574287
622342_1,-31.9344254230044,-1.79604424470416
308043_1,-31.6588684064703,-20.0706614537059
661562_1,-34.4727698530465,3.05697158051194
626626_1,-9.26194087270752,-9.77398112404681
433274_1,-32.1402368654379,1.49246174813109
599400_1,-38.3288967488464,15.3756079741442
46988_1,34.0123188603284,34.4713900185515
165164_1,-9.89602141335189,-43.3135701779122
403505_1,-47.0060404501413,-9.9767549879823
690484_1,-9.48717079479779,45.6822420126438
80796_1,-5.99636919107206,-24.8528627878957
233791_1,-34.4239620535278,-19.4265254839956
201736_1,34.445066175413,32.976040091709
475028_1,-36.9623957451187,-20.750479791576
362666_1,-30.3876010781167,2.69173348615018
754419_1,-25.806738768902,5.44891465890935
631381_1,-35.6875246325703,-21.9307366516882
457694_1,-17.3812474323603,-8.29222961443739
724308_1,4.18622752915274,-34.2786166895665
884651_1,-35.5400876457465,-20.8187577549746
571526_1,26.5878798628178,-22.6486489590692
71072_1,-4.77016744755113,-41.8338377338921
144145_1,-4.41612695041227,46.6991569974697
313122_1,42.1031926476589,11.9368078202699
687113_1,11.3621713288813,-33.3121842103695
278237_1,-36.5917831465676,-22.4144059220964
616368_1,-36.219909783348,0.392568475473117
621204_1,-26.8808820947585,1.59486215721529
214314_1,-27.6833300089148,3.03982585837967
848928_1,-33.2214500387667,-21.1300637384886
168553_1,-12.2453012784918,-44.2155346249377
849895_1,19.7619307227711,-34.9948901324088
432815_1,-38.8597552997012,-22.9799032679338
183447_1,18.6177603762491,-35.248999683296
482164_1,-37.8089556812035,11.5243666033331
672368_1,-14.1317573931741,-21.8014508707084
579845_1,-13.471209569805,-6.1400337451439
565364_1,-14.1497980699217,-22.0617998927906
809041_1,-11.392461384583,-42.9134472621576
677769_1,-35.6063107913875,-1.58557162333397
373869_1,-31.7967970311103,-21.1268027630773
284206_1,12.8972652365145,-35.2299576695186
272597_1,-33.1674442779734,-21.4604652562084
107561_1,-18.5457376934693,-39.0675711580123
570976_1,-33.3381515951575,-20.7615163061228
475289_1,21.6841594632276,-34.558694203856
269153_1,-9.74072717095692,-41.9067394479448
418750_1,-16.2102719739655,-10.410206974733
72106_1,-19.0848743912299,-39.4069941788476
364033_1,-7.52427388386359,46.2299659088978
406171_1,-20.1837518715439,-14.3451644636668
111087_1,-19.5818222443115,-32.3644272773965
793295_1,-30.1296593975528,2.82077270633604
523959_1,-16.0953981990495,-21.8063758314522
857682_1,34.8536241497625,34.2932118251712
423394_1,-17.5342353805264,-26.5510725982168
123939_1,19.7941201813744,-34.6760378526804
418958_1,-17.7680916644898,-9.96615374768726
299208_1,-34.0356864252096,-22.0416490626309
270098_1,22.5025634617472,41.8919302436831
680501_1,-6.9084997222502,46.504283382726
23244_1,-47.9240088396191,-9.40829120111611
176566_1,-15.4535033831553,-21.6778921158998
277045_1,-9.52219867139383,-3.19897969856326
858181_1,-15.1065003171573,-44.084198424535
156511_1,-32.512810437751,-20.805099100125
310385_1,-14.7739148211497,-9.67150078192769
723013_1,-33.8464244690269,-22.2058167945983
545690_1,8.74757596443403,-30.0935149737508
32532_1,-17.2941525300305,-41.9222179608071
590598_1,-27.3205011979983,3.93932951166813
697289_1,-18.7825133534503,-41.0223747263157
532922_1,20.6828999744403,-34.6779160676012
562161_1,-32.0371575686577,3.09647463966196
674648_1,-12.1986989783826,-10.2104551865027
716298_1,-3.15387021910145,-41.7299632783482
686152_1,-18.0251560817572,-40.6668153686112
81805_1,25.710415538849,-28.3776606535803
233747_1,30.236747835526,24.8018454439774
625816_1,-15.4722865193493,-42.2707176408266
606030_1,-9.81693052747733,-2.60847475940443
573462_1,27.1365793084198,-27.0400366162791
835608_1,-34.9354415296096,-1.56768590645291
332335_1,8.73576080152512,-30.0721731269014
824438_1,-35.7825232212813,-20.9622698023709
613602_1,42.5957003130502,9.47443869941032
621475_1,-18.0192271102341,-40.8413658191889
761465_1,-33.7333802338234,0.927465844747101
158014_1,-9.8794090618186,-9.36626691484724
204872_1,3.9709326957917,-33.6647766547364
690944_1,-14.4305417264116,-43.0388577854575
52943_1,20.1887120597471,-34.3339162928485
515422_1,-16.7513870670763,-11.2250998238513
743347_1,33.2392437796447,34.6386914936212
697309_1,-48.1451783022872,-6.50201077511847
534734_1,14.1338018069972,-36.5237988951777
680431_1,-6.83889899782294,46.0718948142453
362903_1,-5.56999615355832,47.4534818857663
545900_1,5.9646484575213,-29.7199170081846
371247_1,-36.3438896363051,-5.92476007254066
617961_1,-39.8087769975874,-23.257786921128
685076_1,24.9023962401726,-21.5290299128601
228811_1,-26.3945196390427,2.2921422354605
398111_1,-15.2191924018466,29.4911872403041
93245_1,-16.0125563104941,-9.83461351922774
758839_1,-11.8955386907067,-5.61417891628316
221691_1,-17.7659810719159,1.87833349910809
359572_1,-5.62407904043775,46.5559490009267
51010_1,-16.504479508548,-23.5562748633497
305040_1,12.491299648875,-33.4313054359159
332014_1,5.14701879989527,-36.0754630716391
738725_1,-15.6388609966028,-10.380383112135
494012_1,-34.3540405478968,-1.69313837584406
92074_1,-12.6058406785502,-21.6318812299743
429331_1,-18.4727764007099,-12.9188838880804
668166_1,-18.9639953994823,-30.7084845058894
422490_1,-16.2884574324562,-24.4542977557171
857276_1,-5.65882476470092,47.6955798760075
640700_1,-17.3704072116954,-25.9167131253616
608459_1,-28.3801227402045,-0.799210148267542
21487_1,-12.1841834883442,-42.6254652016139
835335_1,-26.1996816955072,4.0863142068092
825550_1,-33.9375337847621,-22.8337406912971
329311_1,-38.100947687611,0.333494127557254
110725_1,-25.4374898529623,2.57469272494497
222275_1,-9.16274104665479,45.8126201648706
97281_1,-19.2648012810504,-38.6667209320172
195260_1,-18.6150497902195,-39.1696329825345
233765_1,-18.7654294859205,-29.0331028071222
662691_1,-18.4164397970189,1.64389409516183
105117_1,14.3493804375531,29.1061425347808
864536_1,-29.2514128397705,0.120391778912511
311746_1,-40.3225790993795,14.8897990599532
493712_1,-10.474424074156,-37.7343622893478
445670_1,26.1942751656952,-21.8832307444877
207480_1,30.4757595079334,25.1516493122175
368676_1,-14.9846583599584,34.4532392955545
89270_1,-8.71074877382912,-42.7998423719781
789596_1,-15.4011105694809,33.3264069069564
628866_1,25.0469343602205,-30.1403358723375
89011_1,11.4644867234014,-34.4985388795932
605132_1,18.5726339241137,-34.4202348690728
174509_1,12.2639971752708,-34.7141362072311
787708_1,11.6164403038874,-33.647671236867
169394_1,-31.2915896493119,-3.09072206510458
724401_1,-48.3946078426464,-6.88382381567655
556053_1,-13.1785233908445,-21.9850747598077
544335_1,-26.3050859163447,2.15529732183552
561584_1,4.34467175698818,-42.1009608606368
13205_1,12.0705234757983,-32.8748174362521
791217_1,-8.37886599567732,-42.617522564252
743452_1,-37.9379343135662,15.3830907650619
633005_1,-36.7481076468565,-0.0807679023598101
453030_1,11.0921855715882,-33.8103124344386
78074_1,11.0239595741988,-34.2951128153722
235774_1,-30.5869378016107,-22.0797695715338
302501_1,-1.80821471331485,-19.6559768056298
58036_1,-37.5421061653001,-20.7306277689177
400912_1,-47.46880396484,-6.62899475299018
381274_1,-17.7625870932042,1.74740861963142
813058_1,22.4809049316731,-33.2287386935879
744437_1,27.4127592335501,-24.5388267954407
296509_1,-7.22803610375902,46.9535805115569
154505_1,18.1897085885955,-21.8574627258408
445652_1,-48.9516916341788,-7.67744741663678
392196_1,-33.0248220089261,-0.964669295472855
425255_1,-33.1621173943835,-0.792408651042855
758155_1,-38.0733235314618,-2.1768909182341
522470_1,42.7087318971894,9.27560945187674
276508_1,-49.0690804972342,-7.50978155565917
718618_1,-11.1236839382819,-23.0515656145504
325621_1,10.8036716554301,-31.8293101196107
636187_1,-35.9366944174331,11.8370171513742
284357_1,19.9106928865273,-34.7332226959847
521947_1,-34.0297169346088,-2.04344833082248
98665_1,-16.8861880065181,-40.5485177966416
42732_1,25.8894375340152,-28.4492534934818
788085_1,-31.4816202682988,1.95550114266146
7957_1,-4.02549979479208,-40.4237166241704
453252_1,-7.62568507043892,-3.42092683092552
847601_1,-15.5085029178546,33.2120517259533
704047_1,-9.86617763428309,-1.40961329514355
645458_1,14.6986538978997,-36.2639755625085
139185_1,-18.2399821593285,-39.170093801247
520021_1,24.5825307417286,-30.0168181637409
722677_1,-15.5028760401406,-22.0191272470641
96324_1,-17.1199713229609,32.3624141975542
434813_1,-47.7209172178686,-10.3385852403451
263138_1,-7.15433061837321,-42.1952749897038
723771_1,-34.2868523661475,-21.1761990218403
134009_1,-17.6610324896919,1.83942322625249
342527_1,-19.1857800638226,-33.4315957804142
728886_1,-16.8439978895678,-9.70994529302071
809450_1,-10.7762214805506,-2.4312689926761
697652_1,-9.16022103334503,-43.0404964194321
449900_1,-47.4990806724644,-9.77789578448478
883915_1,-47.4745851412735,-7.63265696794363
96116_1,-36.0383906280609,-5.22156424482713
582763_1,10.5849950630142,-31.7650085942725
632841_1,-3.7698521853652,45.032133946666
424270_1,-19.9428802312419,-11.4740159178744
678734_1,-14.7703789887217,30.4447239145001
584178_1,-14.3514459488375,-21.5735554919679
481757_1,-17.4203066610737,-10.4767848155496
253387_1,9.88065456207099,-32.6349132205637
511697_1,-6.63426329475485,46.6384234784868
832855_1,-19.305313664382,-34.9288265092277
172668_1,-12.5533540516721,-8.98987539228444
250474_1,32.6677202134487,34.3012886545284
173605_1,-10.4080762165012,-5.0430706108874
501899_1,-13.9162762283245,-22.2109950515776
622193_1,25.3522177396251,-30.4081569458795
749003_1,11.2452337911003,-33.8726681802165
661330_1,-11.8473805873524,29.6715631813741
786782_1,-19.4093924995107,-39.3398313332502
831366_1,-35.9105396511941,-2.033351505832
89965_1,-49.1232494988749,-7.78269817672305
183215_1,-3.78554052889252,-23.9643709543008
283812_1,-26.6249796219544,2.54103920485393
690312_1,42.4087489259405,7.44380867312149
307195_1,-16.3385094676718,-15.2270945967077
328450_1,-19.0504521528959,-33.1964149373352
272746_1,-17.2607420877679,-9.57114604052113
770224_1,-2.24395306013211,-5.74428094377762
584542_1,12.0324251981689,-33.1686148590771
314874_1,0.0564665694036698,-42.2642942863331
149378_1,-29.7529861332465,-1.65224935742129
186996_1,-37.3407033708523,-22.0171837685473
796943_1,-17.1254453198788,-42.0159257601638
255994_1,-36.9030060705711,1.108976466795
333857_1,-31.3458522533367,-7.13505203393288
295398_1,-18.7068931391011,-29.4600751289258
742793_1,-35.376110847677,-21.6288407719552
539187_1,17.0346044966172,-34.8416748893209
767282_1,-34.6421973150501,1.5209150260045
483281_1,-9.45536258128717,-4.81115416576634
630511_1,-36.2523535193066,-20.9062462497648
38185_1,9.55266347437136,-31.513203818784
108319_1,26.2472066936599,-22.5622814283084
780763_1,24.3648974351241,-21.1572462992071
678310_1,-7.0904430925666,45.6778836063357
637658_1,-15.5705958838093,-22.9550443545612
182346_1,-11.0371225973939,-10.2585714911517
540928_1,-18.953777427423,-28.9669036023009
705586_1,-7.37379442062378,46.1662074358474
463968_1,-7.77916754487762,46.8515885031912
179350_1,-11.8002337062079,-42.8063353541917
180028_1,-16.6857518201701,-9.56728555157783
792769_1,-8.84918584093889,-2.83315149675447
232121_1,19.660639138087,-35.0981838384872
807033_1,-34.1595953962822,1.5657488330627
825901_1,-14.7156142270378,-40.9995931334748
